# Name of benchmark/experiment: FILLET Experiment 1 (warm start)
# Model: AVALON (Albedo-feedback Variable Axial-tilt Latitudinal Outgoing-Net EBM)
# Mode: seasonal
# Ice line definition: latitude where annual-mean surface temperature crosses 0.0 °C
# Ice-free convention: NMaxLand=NMinLand=NMaxSea=NMinSea=90; SMaxLand=SMinLand=SMaxSea=SMinSea=-90
# Case Inst Obl XCO2 Tglob IceLineNMaxLand IceLineNMinLand IceLineNMaxSea IceLineNMinSea IceLineSMaxLand IceLineSMinLand IceLineSMaxSea IceLineSMinSea Diff OLRglob
99 0.9 50.0 280.0 286.81652296399824 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 237.3330459279966
100 0.925 50.0 280.0 290.11279328832586 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 243.9255865766518
101 0.95 50.0 280.0 293.4090345376697 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 250.51806907533938
102 0.975 50.0 280.0 296.70531381561983 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 257.11062763123965
103 1.0 50.0 280.0 300.00155368441995 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 263.7031073688399
104 1.025 50.0 280.0 303.2973001073223 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 270.2946002146446
105 1.05 50.0 280.0 306.5932973598324 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 276.8865947196648
106 1.075 50.0 280.0 309.88955402306885 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 283.4791080461377
107 1.1 50.0 280.0 313.18583992000333 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 290.0716798400068
108 1.125 50.0 280.0 316.48208358361313 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 296.66416716722637
109 1.15 50.0 280.0 319.77844614321884 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 303.25689228643756
110 1.175 50.0 280.0 323.07464732865236 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 309.8492946573047
111 1.2 50.0 280.0 326.3709510339111 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 316.4419020678223
112 1.225 50.0 280.0 329.6672619821686 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 323.03452396433727
113 1.25 50.0 280.0 332.963489555769 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 329.626979111538
